OrderID,OrderDate,Product,Category,Quantity,UnitPrice,Revenue,Discount,FinalPrice,Region,SalesChannel,check_Revenue,check_finalprice
1017,2022-02-10,Smartphone,Electronics,1,28.38,28.38,0.0,28.38,West,Retail,28.38,28.38
1018,2022-05-09,Printer,Electronics,8,13.26,106.08,0.1,95.47,East,Online,106.08,95.472
1019,2022-03-22,Monitor,Electronics,8,1094.87,8758.96,0.05,8321.01,East,Online,8758.96,8321.011999999999
1020,2022-09-18,Desk,Furniture,7,978.36,6848.52,0.1,6163.67,North,Online,6848.52,6163.668000000001
1021,2022-07-20,Notebook,Stationery,8,676.93,5415.44,0.0,5415.44,South,Online,5415.44,5415.44
1022,2022-03-03,Printer,Electronics,8,1000.55,8004.4,0.0,8004.4,West,Retail,8004.4,8004.4
1023,2022-08-02,Notebook,Stationery,3,710.96,2132.88,0.0,2132.88,South,Retail,2132.88,2132.88
1024,2022-05-11,Laptop,Electronics,1,1083.99,1083.99,0.0,1083.99,South,Online,1083.99,1083.99
1025,2022-12-25,Monitor,Electronics,9,1067.44,9606.96,0.0,9606.96,West,Retail,9606.960000000001,9606.96
1026,2022-06-28,Smartphone,Electronics,7,715.68,5009.76,0.0,5009.76,South,Retail,5009.759999999999,5009.76
1027,2022-08-10,Office Chair,Furniture,5,377.69,1888.45,0.0,1888.45,West,Retail,1888.45,1888.45
1028,2022-06-20,Printer,Electronics,4,1414.57,5658.28,0.0,5658.28,South,Retail,5658.28,5658.28
1029,2022-08-31,Headphones,Electronics,6,1321.3,7927.8,0.05,7531.41,South,Retail,7927.799999999999,7531.41
1030,2022-03-03,Pen,Stationery,9,162.71,1464.39,0.0,1464.39,West,Retail,1464.39,1464.39
1031,2022-04-18,Monitor,Electronics,4,1339.38,5357.52,0.0,5357.52,South,Online,5357.52,5357.52
1032,2022-12-14,Notebook,Stationery,9,480.42,4323.78,0.0,4323.78,West,Online,4323.78,4323.78
1033,2022-10-10,Laptop,Electronics,9,1227.93,11051.37,0.1,9946.23,North,Online,11051.37,9946.233
1034,2022-12-25,Headphones,Electronics,6,768.57,4611.42,0.0,4611.42,West,Online,4611.42,4611.42
1035,2022-06-14,Keyboard,Electronics,1,184.2,184.2,0.0,184.2,West,Retail,184.2,184.2
1036,2022-11-11,Notebook,Stationery,6,332.05,1992.3,0.0,1992.3,East,Online,1992.3000000000002,1992.3
1037,2022-06-29,Smartphone,Electronics,1,102.01,102.01,0.0,102.01,East,Retail,102.01,102.01
1038,2022-09-25,Smartphone,Electronics,7,748.39,5238.73,0.0,5238.73,East,Retail,5238.73,5238.73
1039,2022-04-23,Headphones,Electronics,8,60.15,481.2,0.05,457.14,West,Online,481.2,457.14
1040,2022-05-10,Desk,Furniture,6,54.41,326.46,0.0,326.46,South,Online,326.46,326.46
1041,2022-05-06,Desk,Furniture,2,798.75,1597.5,0.0,1597.5,South,Online,1597.5,1597.5
1042,2022-07-17,Monitor,Electronics,7,1009.84,7068.88,0.05,6715.44,South,Online,7068.88,6715.436
1043,2022-05-03,Pen,Stationery,1,1093.68,1093.68,0.0,1093.68,East,Retail,1093.68,1093.68
1044,2022-04-08,Laptop,Electronics,6,601.24,3607.44,0.1,3246.7,North,Retail,3607.44,3246.696
1045,2022-05-24,Desk,Furniture,1,230.32,230.32,0.0,230.32,South,Online,230.32,230.32
1046,2022-12-15,Office Chair,Furniture,3,888.38,2665.14,0.05,2531.88,North,Online,2665.14,2531.883
1047,2022-12-12,Printer,Electronics,3,1215.2,3645.6,0.0,3645.6,West,Online,3645.6000000000004,3645.6
1048,2022-07-18,Headphones,Electronics,4,1411.08,5644.32,0.0,5644.32,West,Online,5644.32,5644.32
1049,2022-02-08,Desk,Furniture,2,1257.38,2514.76,0.05,2389.02,West,Online,2514.76,2389.022
1050,2022-05-31,Notebook,Stationery,3,346.68,1040.04,0.0,1040.04,South,Retail,1040.04,1040.04
1051,2022-04-22,Keyboard,Electronics,9,777.37,6996.33,0.0,6996.33,East,Retail,6996.33,6996.33
1052,2022-10-31,Notebook,Stationery,5,1351.12,6755.6,0.05,6417.82,West,Online,6755.599999999999,6417.82
1053,2022-01-09,Office Chair,Furniture,9,527.07,4743.63,0.05,4506.45,South,Online,4743.63,4506.4484999999995
1054,2022-05-11,Monitor,Electronics,4,1331.19,5324.76,0.05,5058.52,North,Online,5324.76,5058.522
1055,2022-04-26,Pen,Stationery,1,246.63,246.63,0.1,221.97,South,Online,246.63,221.967
1056,2022-12-06,Smartphone,Electronics,3,561.56,1684.68,0.1,1516.21,North,Online,1684.6799999999998,1516.212
1057,2022-06-02,Smartphone,Electronics,2,245.41,490.82,0.0,490.82,North,Retail,490.82,490.82
1058,2022-11-06,Smartphone,Electronics,3,979.68,2939.04,0.0,2939.04,South,Retail,2939.04,2939.04
1059,2022-06-10,Printer,Electronics,4,359.69,1438.76,0.0,1438.76,South,Online,1438.76,1438.76
1060,2022-05-15,Pen,Stationery,3,988.13,2964.39,0.0,2964.39,West,Online,2964.39,2964.39
1061,2022-01-22,Printer,Electronics,6,1468.44,8810.64,0.0,8810.64,West,Online,8810.64,8810.64
1062,2022-09-21,Smartphone,Electronics,2,528.37,1056.74,0.05,1003.9,North,Retail,1056.74,1003.9029999999999
1063,2022-11-13,Monitor,Electronics,3,860.15,2580.45,0.05,2451.43,West,Retail,2580.45,2451.4275
1064,2022-01-17,Printer,Electronics,5,1325.82,6629.1,0.05,6297.64,North,Online,6629.099999999999,6297.645
1065,2022-02-06,Laptop,Electronics,8,499.47,3995.76,0.0,3995.76,West,Retail,3995.76,3995.76
1066,2022-04-05,Smartphone,Electronics,3,1470.6,4411.8,0.0,4411.8,South,Online,4411.799999999999,4411.8
1067,2022-09-10,Office Chair,Furniture,5,290.41,1452.05,0.0,1452.05,West,Online,1452.0500000000002,1452.05
1069,2022-02-27,Printer,Electronics,3,857.24,2571.72,0.0,2571.72,South,Online,2571.7200000000003,2571.72
1070,2022-10-15,Printer,Electronics,6,541.18,3247.08,0.0,3247.08,North,Online,3247.08,3247.08
1071,2022-09-30,Notebook,Stationery,8,1047.04,8376.32,0.05,7957.5,North,Online,8376.32,7957.503999999999
1072,2022-06-25,Office Chair,Furniture,7,443.92,3107.44,0.1,2796.7,South,Retail,3107.44,2796.696
1074,2022-11-09,Keyboard,Electronics,4,1198.45,4793.8,0.05,4554.11,North,Online,4793.8,4554.11
1075,2022-05-22,Keyboard,Electronics,3,510.3,1530.9,0.0,1530.9,North,Retail,1530.9,1530.9
1076,2022-11-18,Desk,Furniture,7,1009.68,7067.76,0.0,7067.76,West,Retail,7067.759999999999,7067.76
1077,2022-07-05,Keyboard,Electronics,6,888.3,5329.8,0.0,5329.8,West,Online,5329.799999999999,5329.8
1078,2022-06-29,Office Chair,Furniture,6,458.38,2750.28,0.0,2750.28,East,Online,2750.2799999999997,2750.28
1079,2022-04-11,Laptop,Electronics,1,1242.66,1242.66,0.0,1242.66,North,Retail,1242.66,1242.66
1080,2022-04-18,Laptop,Electronics,5,688.61,3443.05,0.1,3098.75,North,Retail,3443.05,3098.7450000000003
1081,2022-12-16,Notebook,Stationery,3,957.96,2873.88,0.05,2730.19,South,Online,2873.88,2730.186
1082,2022-09-26,Notebook,Stationery,2,776.87,1553.74,0.0,1553.74,North,Online,1553.74,1553.74
1083,2022-05-25,Smartphone,Electronics,8,409.89,3279.12,0.0,3279.12,North,Online,3279.12,3279.12
1084,2022-12-12,Keyboard,Electronics,5,280.58,1402.9,0.0,1402.9,North,Online,1402.8999999999999,1402.9
1085,2022-05-07,Pen,Stationery,9,1034.31,9308.79,0.0,9308.79,North,Online,9308.789999999999,9308.79
1086,2022-05-02,Keyboard,Electronics,1,666.32,666.32,0.0,666.32,East,Retail,666.32,666.32
1087,2022-04-28,Office Chair,Furniture,9,992.0,8928.0,0.0,8928.0,East,Online,8928.0,8928.0
1088,2022-09-29,Desk,Furniture,7,987.38,6911.66,0.0,6911.66,West,Online,6911.66,6911.66
1089,2022-12-15,Desk,Furniture,7,76.34,534.38,0.0,534.38,West,Retail,534.38,534.38
1090,2022-03-27,Smartphone,Electronics,9,516.11,4644.99,0.0,4644.99,North,Retail,4644.99,4644.99
1091,2022-02-16,Pen,Stationery,1,470.56,470.56,0.2,376.45,North,Online,470.56,376.44800000000004
1092,2022-07-23,Notebook,Stationery,5,712.84,3564.2,0.0,3564.2,South,Retail,3564.2000000000003,3564.2
1093,2022-08-10,Headphones,Electronics,5,600.76,3003.8,0.05,2853.61,East,Online,3003.8,2853.61
1094,2022-11-21,Office Chair,Furniture,4,72.73,290.92,0.0,290.92,East,Retail,290.92,290.92
1095,2022-09-07,Headphones,Electronics,3,757.19,2271.57,0.1,2044.41,West,Retail,2271.57,2044.4130000000002
1096,2022-11-21,Pen,Stationery,4,925.7,3702.8,0.1,3332.52,North,Retail,3702.8,3332.5200000000004
1097,2022-09-15,Smartphone,Electronics,1,1301.46,1301.46,0.05,1236.39,South,Retail,1301.46,1236.387
1098,2022-12-06,Smartphone,Electronics,8,1017.37,8138.96,0.0,8138.96,North,Online,8138.96,8138.96
1099,2022-02-02,Desk,Furniture,1,1217.75,1217.75,0.1,1095.98,East,Online,1217.75,1095.9750000000001
1100,2022-09-25,Monitor,Electronics,3,1231.54,3694.62,0.05,3509.89,South,Retail,3694.62,3509.8889999999997
1101,2022-02-12,Notebook,Stationery,2,63.25,126.5,0.05,120.18,West,Retail,126.5,120.175
1102,2022-08-03,Laptop,Electronics,1,985.31,985.31,0.0,985.31,North,Retail,985.31,985.31
1103,2022-03-31,Desk,Furniture,2,394.74,789.48,0.0,789.48,North,Online,789.48,789.48
1105,2022-08-05,Headphones,Electronics,5,1451.53,7257.65,0.0,7257.65,West,Retail,7257.65,7257.65
1106,2022-12-23,Notebook,Stationery,9,854.94,7694.46,0.0,7694.46,North,Online,7694.460000000001,7694.46
1107,2022-04-09,Smartphone,Electronics,4,561.17,2244.68,0.05,2132.45,South,Online,2244.68,2132.446
1108,2022-06-01,Monitor,Electronics,7,1396.48,9775.36,0.1,8797.82,South,Retail,9775.36,8797.824
1109,2022-07-02,Headphones,Electronics,7,1133.04,7931.28,0.0,7931.28,North,Retail,7931.28,7931.28
1110,2022-09-30,Monitor,Electronics,1,760.35,760.35,0.1,684.32,North,Retail,760.35,684.315
1111,2022-12-08,Office Chair,Furniture,3,586.86,1760.58,0.0,1760.58,South,Online,1760.58,1760.58
1112,2022-08-21,Monitor,Electronics,3,141.47,424.41,0.0,424.41,West,Online,424.40999999999997,424.41
1113,2022-07-25,Office Chair,Furniture,4,862.29,3449.16,0.05,3276.7,South,Online,3449.16,3276.7019999999998
1114,2022-03-10,Keyboard,Electronics,3,905.65,2716.95,0.0,2716.95,North,Online,2716.95,2716.95
1115,2022-02-22,Monitor,Electronics,7,1173.04,8211.28,0.0,8211.28,West,Online,8211.279999999999,8211.28
1116,2022-06-30,Desk,Furniture,7,1493.92,10457.44,0.0,10457.44,South,Online,10457.44,10457.44
1117,2022-06-12,Keyboard,Electronics,7,821.14,5747.98,0.05,5460.58,North,Retail,5747.98,5460.580999999999
1118,2022-08-27,Office Chair,Furniture,9,1143.46,10291.14,0.05,9776.58,South,Retail,10291.14,9776.582999999999
1119,2022-09-10,Monitor,Electronics,6,130.74,784.44,0.05,745.22,East,Online,784.44,745.218
1120,2022-06-19,Office Chair,Furniture,9,1233.68,11103.12,0.05,10547.96,North,Online,11103.12,10547.964
1121,2022-01-05,Keyboard,Electronics,5,353.68,1768.4,0.0,1768.4,East,Retail,1768.4,1768.4
1122,2022-11-17,Smartphone,Electronics,6,1220.14,7320.84,0.1,6588.76,East,Retail,7320.84,6588.756
1123,2022-08-05,Notebook,Stationery,4,528.58,2114.32,0.05,2008.6,West,Retail,2114.32,2008.604
1125,2022-01-19,Headphones,Electronics,7,654.51,4581.57,0.0,4581.57,East,Online,4581.57,4581.57
1126,2022-08-30,Smartphone,Electronics,4,182.63,730.52,0.0,730.52,West,Retail,730.52,730.52
1127,2022-12-27,Monitor,Electronics,7,1120.34,7842.38,0.0,7842.38,West,Online,7842.379999999999,7842.38
1128,2022-07-09,Keyboard,Electronics,9,565.43,5088.87,0.0,5088.87,South,Retail,5088.87,5088.87
1129,2022-11-08,Laptop,Electronics,1,339.28,339.28,0.2,271.42,West,Online,339.28,271.424
1130,2022-02-13,Notebook,Stationery,5,69.88,349.4,0.1,314.46,South,Retail,349.4,314.46
1131,2022-09-09,Keyboard,Electronics,5,383.22,1916.1,0.05,1820.29,North,Retail,1916.1000000000001,1820.2949999999998
1132,2022-02-16,Pen,Stationery,9,329.13,2962.17,0.0,2962.17,East,Online,2962.17,2962.17
1133,2022-01-01,Desk,Furniture,5,1046.9,5234.5,0.0,5234.5,East,Retail,5234.5,5234.5
1134,2022-01-12,Monitor,Electronics,8,594.81,4758.48,0.0,4758.48,West,Retail,4758.48,4758.48
1135,2022-01-08,Notebook,Stationery,4,698.23,2792.92,0.0,2792.92,South,Online,2792.92,2792.92
1136,2022-06-27,Keyboard,Electronics,5,1461.72,7308.6,0.2,5846.88,West,Online,7308.6,5846.880000000001
1137,2022-05-25,Pen,Stationery,9,467.74,4209.66,0.1,3788.69,East,Retail,4209.66,3788.694
1138,2022-08-08,Notebook,Stationery,3,1234.69,3704.07,0.1,3333.66,North,Retail,3704.07,3333.663
1139,2022-09-13,Desk,Furniture,5,922.06,4610.3,0.0,4610.3,South,Retail,4610.299999999999,4610.3
1140,2022-11-08,Pen,Stationery,2,829.62,1659.24,0.0,1659.24,East,Retail,1659.24,1659.24
1141,2022-10-16,Printer,Electronics,6,1216.78,7300.68,0.2,5840.54,West,Online,7300.68,5840.544000000001
1142,2022-06-26,Notebook,Stationery,5,1125.62,5628.1,0.0,5628.1,West,Online,5628.099999999999,5628.1
1143,2022-11-11,Smartphone,Electronics,1,1258.3,1258.3,0.0,1258.3,East,Retail,1258.3,1258.3
1144,2022-04-09,Smartphone,Electronics,1,25.44,25.44,0.0,25.44,South,Retail,25.44,25.44
1145,2022-07-16,Office Chair,Furniture,5,1494.97,7474.85,0.0,7474.85,South,Online,7474.85,7474.85
1146,2022-02-22,Laptop,Electronics,5,1136.84,5684.2,0.0,5684.2,North,Online,5684.2,5684.2
1147,2022-03-26,Printer,Electronics,9,198.09,1782.81,0.2,1426.25,North,Retail,1782.81,1426.248
1148,2022-07-24,Keyboard,Electronics,4,346.82,1387.28,0.05,1317.92,South,Retail,1387.28,1317.916
1149,2022-10-15,Printer,Electronics,2,540.45,1080.9,0.0,1080.9,West,Online,1080.9,1080.9
1150,2022-06-03,Headphones,Electronics,2,716.93,1433.86,0.1,1290.47,North,Online,1433.86,1290.474
1151,2022-11-02,Keyboard,Electronics,1,830.1,830.1,0.0,830.1,South,Online,830.1,830.1
1152,2022-08-10,Notebook,Stationery,9,886.98,7982.82,0.0,7982.82,West,Online,7982.82,7982.82
1153,2022-07-26,Notebook,Stationery,5,932.36,4661.8,0.05,4428.71,South,Online,4661.8,4428.71
1154,2022-04-13,Printer,Electronics,6,927.81,5566.86,0.2,4453.49,South,Retail,5566.86,4453.488
1156,2022-11-04,Pen,Stationery,9,773.41,6960.69,0.05,6612.66,West,Retail,6960.69,6612.655499999999
1157,2022-01-30,Headphones,Electronics,7,787.79,5514.53,0.05,5238.8,West,Retail,5514.53,5238.803499999999
1158,2022-10-12,Desk,Furniture,4,691.72,2766.88,0.1,2490.19,South,Retail,2766.88,2490.192
1159,2022-09-30,Notebook,Stationery,4,691.41,2765.64,0.2,2212.51,West,Online,2765.64,2212.512
1160,2022-02-22,Desk,Furniture,2,496.48,992.96,0.05,943.31,West,Online,992.96,943.312
1161,2022-08-28,Desk,Furniture,3,808.21,2424.63,0.0,2424.63,South,Retail,2424.63,2424.63
1162,2022-12-02,Monitor,Electronics,6,1048.01,6288.06,0.0,6288.06,East,Online,6288.0599999999995,6288.06
1163,2022-07-03,Headphones,Electronics,9,1345.7,12111.3,0.0,12111.3,South,Online,12111.300000000001,12111.3
1164,2022-04-03,Keyboard,Electronics,2,904.89,1809.78,0.0,1809.78,South,Online,1809.78,1809.78
1165,2022-10-04,Smartphone,Electronics,5,520.9,2604.5,0.0,2604.5,West,Retail,2604.5,2604.5
1166,2022-01-22,Monitor,Electronics,5,825.33,4126.65,0.0,4126.65,West,Retail,4126.650000000001,4126.65
1167,2022-01-12,Laptop,Electronics,2,197.48,394.96,0.0,394.96,South,Retail,394.96,394.96
1168,2022-03-14,Keyboard,Electronics,9,724.31,6518.79,0.05,6192.85,North,Retail,6518.789999999999,6192.8505
1169,2022-02-25,Printer,Electronics,1,418.93,418.93,0.1,377.04,North,Retail,418.93,377.03700000000003
1170,2022-04-23,Desk,Furniture,3,280.86,842.58,0.0,842.58,West,Retail,842.58,842.58
1171,2022-05-07,Notebook,Stationery,8,729.36,5834.88,0.05,5543.14,South,Retail,5834.88,5543.1359999999995
1172,2022-03-19,Office Chair,Furniture,8,1082.17,8657.36,0.0,8657.36,East,Retail,8657.36,8657.36
1173,2022-07-06,Printer,Electronics,8,204.01,1632.08,0.05,1550.48,North,Retail,1632.08,1550.4759999999999
1174,2022-08-26,Monitor,Electronics,2,673.88,1347.76,0.0,1347.76,West,Online,1347.76,1347.76
1175,2022-01-15,Printer,Electronics,9,1107.42,9966.78,0.0,9966.78,South,Online,9966.78,9966.78
1176,2022-02-08,Keyboard,Electronics,9,1261.86,11356.74,0.0,11356.74,North,Online,11356.74,11356.74
1177,2022-05-06,Keyboard,Electronics,9,1336.34,12027.06,0.0,12027.06,South,Retail,12027.06,12027.06
1178,2022-03-09,Headphones,Electronics,3,974.99,2924.97,0.0,2924.97,North,Retail,2924.9700000000003,2924.97
1179,2022-08-16,Keyboard,Electronics,6,882.33,5293.98,0.05,5029.28,East,Online,5293.9800000000005,5029.280999999999
1180,2022-08-24,Printer,Electronics,3,571.27,1713.81,0.0,1713.81,East,Retail,1713.81,1713.81
1181,2022-06-29,Keyboard,Electronics,2,370.31,740.62,0.0,740.62,East,Retail,740.62,740.62
1182,2022-08-17,Desk,Furniture,9,359.65,3236.85,0.0,3236.85,North,Retail,3236.85,3236.85
1183,2022-07-17,Laptop,Electronics,6,372.71,2236.26,0.0,2236.26,North,Retail,2236.2599999999998,2236.26
1184,2022-11-27,Office Chair,Furniture,8,1345.66,10765.28,0.0,10765.28,North,Online,10765.28,10765.28
1185,2022-08-31,Laptop,Electronics,8,1046.96,8375.68,0.2,6700.54,South,Online,8375.68,6700.544000000001
1186,2022-01-06,Laptop,Electronics,2,866.12,1732.24,0.1,1559.02,South,Online,1732.24,1559.016
1187,2022-12-01,Headphones,Electronics,6,1462.73,8776.38,0.0,8776.38,West,Online,8776.380000000001,8776.38
1188,2022-03-03,Pen,Stationery,9,1079.09,9711.81,0.0,9711.81,South,Retail,9711.81,9711.81
1189,2022-01-26,Desk,Furniture,3,1258.68,3776.04,0.0,3776.04,East,Online,3776.04,3776.04
1190,2022-04-28,Pen,Stationery,4,641.03,2564.12,0.0,2564.12,North,Online,2564.12,2564.12
1191,2022-04-23,Desk,Furniture,1,917.88,917.88,0.0,917.88,North,Online,917.88,917.88
1192,2022-10-20,Desk,Furniture,4,484.36,1937.44,0.0,1937.44,West,Retail,1937.44,1937.44
1193,2022-06-27,Office Chair,Furniture,8,205.95,1647.6,0.0,1647.6,North,Online,1647.6,1647.6
1194,2022-06-21,Smartphone,Electronics,2,486.92,973.84,0.1,876.46,East,Online,973.84,876.456
1195,2022-11-17,Pen,Stationery,5,9.05,45.25,0.0,45.25,North,Retail,45.25,45.25
1196,2022-02-07,Notebook,Stationery,7,1192.46,8347.22,0.0,8347.22,West,Retail,8347.220000000001,8347.22
1197,2022-03-10,Smartphone,Electronics,2,190.82,381.64,0.05,362.56,East,Online,381.64,362.558
1198,2022-05-17,Keyboard,Electronics,2,275.94,551.88,0.0,551.88,West,Online,551.88,551.88
1199,2022-10-23,Keyboard,Electronics,6,76.9,461.4,0.05,438.33,East,Retail,461.40000000000003,438.33
1200,2022-09-24,Headphones,Electronics,9,1127.0,10143.0,0.05,9635.85,West,Online,10143.0,9635.85
1201,2022-10-18,Notebook,Stationery,5,283.68,1418.4,0.0,1418.4,East,Retail,1418.4,1418.4
1202,2022-03-19,Printer,Electronics,4,477.71,1910.84,0.0,1910.84,West,Retail,1910.84,1910.84
1203,2022-10-23,Monitor,Electronics,8,661.51,5292.08,0.0,5292.08,South,Online,5292.08,5292.08
1204,2022-06-28,Desk,Furniture,6,811.97,4871.82,0.0,4871.82,West,Online,4871.82,4871.82
1205,2022-06-02,Printer,Electronics,1,1349.86,1349.86,0.0,1349.86,West,Retail,1349.86,1349.86
1206,2022-11-05,Laptop,Electronics,8,347.39,2779.12,0.0,2779.12,West,Retail,2779.12,2779.12
1207,2022-07-17,Headphones,Electronics,6,502.56,3015.36,0.05,2864.59,West,Online,3015.36,2864.592
1208,2022-02-11,Monitor,Electronics,4,1192.07,4768.28,0.05,4529.87,East,Retail,4768.28,4529.866
1209,2022-08-19,Desk,Furniture,4,1496.55,5986.2,0.05,5686.89,East,Online,5986.2,5686.889999999999
1210,2022-10-16,Notebook,Stationery,4,856.99,3427.96,0.05,3256.56,South,Online,3427.96,3256.562
1211,2022-05-03,Office Chair,Furniture,1,158.86,158.86,0.0,158.86,West,Retail,158.86,158.86
1212,2022-10-30,Notebook,Stationery,4,688.22,2752.88,0.05,2615.24,South,Retail,2752.88,2615.236
1213,2022-01-15,Printer,Electronics,8,229.13,1833.04,0.0,1833.04,West,Online,1833.04,1833.04
1214,2022-11-28,Smartphone,Electronics,2,23.24,46.48,0.0,46.48,East,Online,46.48,46.48
1215,2022-10-19,Keyboard,Electronics,5,1241.06,6205.3,0.2,4964.24,South,Retail,6205.299999999999,4964.240000000001
1216,2022-12-26,Pen,Stationery,6,344.89,2069.34,0.0,2069.34,East,Retail,2069.34,2069.34
1217,2022-12-12,Notebook,Stationery,8,761.3,6090.4,0.05,5785.88,East,Retail,6090.4,5785.879999999999
1218,2022-04-21,Notebook,Stationery,8,1308.83,10470.64,0.1,9423.58,East,Retail,10470.64,9423.576
1219,2022-12-22,Printer,Electronics,4,1186.18,4744.72,0.0,4744.72,East,Retail,4744.72,4744.72
1220,2022-05-07,Desk,Furniture,1,866.55,866.55,0.05,823.22,South,Online,866.55,823.2225
1221,2022-02-20,Office Chair,Furniture,8,1261.46,10091.68,0.1,9082.51,East,Online,10091.68,9082.512
1222,2022-09-14,Notebook,Stationery,5,1477.34,7386.7,0.1,6648.03,South,Online,7386.7,6648.03
1223,2022-07-01,Office Chair,Furniture,7,1381.66,9671.62,0.1,8704.46,West,Retail,9671.62,8704.458
1224,2022-02-24,Pen,Stationery,3,888.96,2666.88,0.0,2666.88,East,Online,2666.88,2666.88
1225,2022-11-05,Office Chair,Furniture,9,312.34,2811.06,0.05,2670.51,East,Online,2811.06,2670.5069999999996
1226,2022-06-03,Monitor,Electronics,9,175.83,1582.47,0.0,1582.47,South,Retail,1582.47,1582.47
1227,2022-03-31,Laptop,Electronics,6,522.79,3136.74,0.0,3136.74,South,Retail,3136.74,3136.74
1228,2022-12-13,Laptop,Electronics,1,882.67,882.67,0.0,882.67,North,Retail,882.67,882.67
1229,2022-09-08,Headphones,Electronics,3,376.1,1128.3,0.0,1128.3,West,Online,1128.3000000000002,1128.3
1230,2022-06-29,Laptop,Electronics,6,55.65,333.9,0.0,333.9,East,Retail,333.9,333.9
1231,2022-10-12,Printer,Electronics,6,334.05,2004.3,0.0,2004.3,West,Retail,2004.3000000000002,2004.3
1232,2022-02-18,Headphones,Electronics,7,1463.43,10244.01,0.0,10244.01,North,Retail,10244.01,10244.01
1233,2022-05-28,Printer,Electronics,6,1291.64,7749.84,0.0,7749.84,North,Online,7749.84,7749.84
1234,2022-12-26,Keyboard,Electronics,1,452.9,452.9,0.0,452.9,West,Online,452.9,452.9
1235,2022-08-03,Pen,Stationery,3,318.81,956.43,0.1,860.79,North,Online,956.4300000000001,860.7869999999999
1236,2022-02-01,Headphones,Electronics,1,59.64,59.64,0.0,59.64,East,Online,59.64,59.64
1237,2022-01-19,Office Chair,Furniture,2,444.6,889.2,0.05,844.74,North,Retail,889.2,844.74
1238,2022-07-13,Pen,Stationery,6,663.94,3983.64,0.0,3983.64,South,Retail,3983.6400000000003,3983.64
1239,2022-06-15,Printer,Electronics,3,237.08,711.24,0.0,711.24,West,Retail,711.24,711.24
1240,2022-02-24,Pen,Stationery,7,1131.1,7917.7,0.0,7917.7,West,Retail,7917.699999999999,7917.7
1241,2022-06-11,Pen,Stationery,1,42.95,42.95,0.0,42.95,North,Online,42.95,42.95
1242,2022-06-27,Office Chair,Furniture,7,990.09,6930.63,0.0,6930.63,South,Retail,6930.63,6930.63
1243,2022-09-04,Smartphone,Electronics,3,350.46,1051.38,0.05,998.81,South,Online,1051.3799999999999,998.811
1244,2022-11-24,Headphones,Electronics,6,512.21,3073.26,0.0,3073.26,North,Online,3073.26,3073.26
1245,2022-02-20,Laptop,Electronics,1,837.3,837.3,0.05,795.44,West,Retail,837.3,795.435
1246,2022-10-18,Pen,Stationery,8,1084.79,8678.32,0.1,7810.49,West,Retail,8678.32,7810.488
1247,2022-06-14,Laptop,Electronics,6,311.45,1868.7,0.0,1868.7,South,Retail,1868.6999999999998,1868.7
1248,2022-01-07,Desk,Furniture,7,1105.18,7736.26,0.1,6962.63,West,Online,7736.26,6962.634
1249,2022-04-22,Office Chair,Furniture,3,876.65,2629.95,0.0,2629.95,East,Online,2629.95,2629.95
1250,2022-01-02,Keyboard,Electronics,1,1227.08,1227.08,0.0,1227.08,North,Online,1227.08,1227.08
1251,2022-08-22,Headphones,Electronics,2,547.77,1095.54,0.0,1095.54,East,Online,1095.54,1095.54
